Model,Total Optimization Time (s),Avg Optimization Time per Fold (s),Avg Retraining Time (s),Best Params Per Fold,Avg Train R2,Std Train R2,Avg Train MSE (original units),Std Train MSE (original units),Avg Train MAPE (%),Std Train MAPE (%),Avg Test R2,Std Test R2,Avg Test MSE (original units),Std Test MSE (original units),Avg Test MAPE (%),Std Test MAPE (%),All Fold Test R2,All Fold Test MSE (original units),All Fold Test MAPE (%),All Fold Train R2,All Fold Train MSE (original units),All Fold Train MAPE (%),NNR_Epochs,NNR_Batch_Size
ElasticNet,7.117,1.186,0.002,"[{""alpha"": 0.00012363660959785984, ""l1_ratio"": 0.6964520750237687}, {""alpha"": 0.039367069176795014, ""l1_ratio"": 0.7283948532814525}, {""alpha"": 0.10701446911585476, ""l1_ratio"": 0.15698100925330016}, {""alpha"": 0.7568138216991347, ""l1_ratio"": 0.7171185459672089}, {""alpha"": 0.16558305118937228, ""l1_ratio"": 0.3503550843592495}, {""alpha"": 0.2341866961851024, ""l1_ratio"": 0.7916289503111905}]",0.6137329014609082,0.20411011048112468,2567.0729680093855,1592.2985123205826,13.35060421176662,4.868131364682958,0.5046750140659313,,3258.851076868271,,17.96367730847277,,"[0.7386338991449541, 0.5470803421942552, 0.6917548116030334, -0.14229704725283732, 0.5979568221491782, 0.06678336443340849]","[936.059085868982, 2173.9802554131434, 2418.263960747972, 3986.068003182088, 2382.9831763231177, 5753.519046963791]","[8.926012811007647, 11.839505740609539, 14.393409132840063, 23.98330911303868, 10.64241389380291, 27.90117281741419]","[0.7333974197853148, 0.7302361023617401, 0.7127826386177559, 0.20508999053324217, 0.6718531679108577, 0.6290380895565382]","[1911.7271868213322, 1781.0659667209436, 1767.955521444532, 5806.2319693025265, 2054.343856957921, 2081.1133068090567]","[10.62208673801988, 10.785324581912718, 10.787522807678643, 23.072120037724623, 11.509342393658219, 13.32722871160564]",,
KernelRidge,7.192,1.199,0.001,"[{""alpha"": 0.003266983758455354, ""gamma"": 0.0010955694949312128}, {""alpha"": 0.007627750959636595, ""gamma"": 0.0024025162215403732}, {""alpha"": 0.0014154477712803037, ""gamma"": 0.0002869044024532828}, {""alpha"": 0.039146475538276396, ""gamma"": 0.002552562607337411}, {""alpha"": 0.004259667042877836, ""gamma"": 0.0006550181820853433}, {""alpha"": 0.01197500620746602, ""gamma"": 0.0014080005905069482}]",0.75549526645701,0.01404979600005053,1596.6803731964776,211.5058900991486,10.18111914427986,0.4719210030457066,0.5941516344971914,,2670.164882698049,,14.441357040728523,,"[0.6992548226869112, 0.5771576286721295, 0.444675883859156, 0.475719957543155, 0.47443214929300925, 0.319614523410775]","[1077.0916918232017, 2029.6115449533556, 4356.662641131562, 1829.4855151469324, 3115.1364212820185, 4194.750339461033]","[9.607483015883494, 11.461235949287923, 20.036433330717614, 8.322222223012927, 15.203088228745923, 23.65804613180548]","[0.7535718347626347, 0.7698722568347921, 0.7371871284612634, 0.7422330587521317, 0.758619899269108, 0.7714874206621302]","[1767.0625044341607, 1519.375627866517, 1617.7346143265772, 1882.797596053276, 1511.1458610506568, 1281.9660354476778]","[10.428478457803449, 9.84717895986169, 10.305857235433399, 10.952655747710228, 9.742999699135165, 9.809544765735222]",,
ExtraTrees,70.161,11.693,0.225,"[{""n_estimators"": 257, ""max_depth"": 31, ""min_samples_split"": 4, ""min_samples_leaf"": 1}, {""n_estimators"": 297, ""max_depth"": 21, ""min_samples_split"": 10, ""min_samples_leaf"": 1}, {""n_estimators"": 269, ""max_depth"": 27, ""min_samples_split"": 13, ""min_samples_leaf"": 1}, {""n_estimators"": 117, ""max_depth"": 40, ""min_samples_split"": 10, ""min_samples_leaf"": 3}, {""n_estimators"": 247, ""max_depth"": 12, ""min_samples_split"": 11, ""min_samples_leaf"": 1}, {""n_estimators"": 210, ""max_depth"": 29, ""min_samples_split"": 3, ""min_samples_leaf"": 1}]",0.9162744195028996,0.06837974207485767,559.6858687859211,481.4879253204263,5.388058225278217,3.012995393124412,0.5308188678314258,,3086.84496286919,,14.321561158740487,,"[0.25386632775241935, 0.6459627771083849, 0.7525679488408925, 0.3940856857596424, 0.21597440891489905, 0.28563190715851683]","[2672.2103627642405, 1699.3520130622842, 1941.1690257479017, 2114.349911410495, 4647.06254524688, 4404.26185310258]","[15.140702772610078, 10.966864903954463, 13.070050861745269, 10.453558610418476, 17.683265667704624, 17.408105549702245]","[0.9880669995651553, 0.9109330555963477, 0.8667079474176105, 0.8196522314710899, 0.9159901306938801, 0.996296152273314]","[85.56796912195335, 588.0479368291601, 820.4741495904523, 1317.3075779073079, 525.9388238920491, 20.778755374604504]","[2.3381892663743176, 6.439777859482641, 7.584205567535067, 8.586348789324097, 6.351058199051224, 1.0287696699019553]",,
GradientBoosting,39.003,6.5,0.118,"[{""n_estimators"": 100, ""learning_rate"": 0.02005290321985231, ""max_depth"": 7, ""subsample"": 0.697282966444642}, {""n_estimators"": 108, ""learning_rate"": 0.04012780252011414, ""max_depth"": 8, ""subsample"": 0.722485412375968}, {""n_estimators"": 301, ""learning_rate"": 0.09841399553007249, ""max_depth"": 6, ""subsample"": 0.8543931280101926}, {""n_estimators"": 131, ""learning_rate"": 0.03461335438114053, ""max_depth"": 3, ""subsample"": 0.8791403798751564}, {""n_estimators"": 256, ""learning_rate"": 0.14146891214334573, ""max_depth"": 4, ""subsample"": 0.9231917807741727}, {""n_estimators"": 71, ""learning_rate"": 0.06724610993591584, ""max_depth"": 4, ""subsample"": 0.7895403923139258}]",0.9898131549772743,0.014281980401261638,71.58806532065915,103.33593096554895,1.7331290224328189,1.8512766529155187,0.46969690480769943,,3488.979683863634,,14.664965075808158,,"[0.45192456335412945, 0.7381089771012634, 0.7485064678082904, 0.31664001478261083, -0.3444206538458363, 0.3076934586298957]","[1962.8826788769554, 1257.0571911365228, 1973.0324045713676, 2384.5981028147617, 7968.626198663418, 4268.2467503294865]","[12.397722455916432, 10.46422265725071, 14.669569289988143, 9.714490075631078, 21.493816946367772, 18.843113625208886]","[0.9638536322290198, 0.9986593924980872, 0.9999999999990731, 0.9829454263544706, 0.9999999982390319, 0.9934204805439629]","[259.1947681713362, 8.851111721366697, 5.705791091717951e-09, 124.57109552554705, 1.1024437031819106e-05, 36.91140547556219]","[4.6227571128537335, 0.81952394927132, 2.3654718960746854e-05, 3.1254254985240646, 0.0010835564896837999, 1.8299603627391507]",,
LightGBM,71.603,11.934,0.056,"[{""n_estimators"": 314, ""max_depth"": 4, ""learning_rate"": 0.044208485706355646, ""num_leaves"": 13, ""min_child_samples"": 17, ""subsample"": 0.6141017405495335, ""colsample_bytree"": 0.5197593785051968}, {""n_estimators"": 371, ""max_depth"": 2, ""learning_rate"": 0.018324798519470695, ""num_leaves"": 9, ""min_child_samples"": 17, ""subsample"": 0.8272098571437038, ""colsample_bytree"": 0.5630406062646186}, {""n_estimators"": 694, ""max_depth"": 5, ""learning_rate"": 0.00814019403083231, ""num_leaves"": 57, ""min_child_samples"": 13, ""subsample"": 0.9459561635184364, ""colsample_bytree"": 0.7191466148723583}, {""n_estimators"": 354, ""max_depth"": 5, ""learning_rate"": 0.011187906190659475, ""num_leaves"": 40, ""min_child_samples"": 11, ""subsample"": 0.6358288270983374, ""colsample_bytree"": 0.7731468648199064}, {""n_estimators"": 274, ""max_depth"": 3, ""learning_rate"": 0.02858099070684295, ""num_leaves"": 10, ""min_child_samples"": 13, ""subsample"": 0.6722342679145643, ""colsample_bytree"": 0.5754254850875662}, {""n_estimators"": 303, ""max_depth"": 3, ""learning_rate"": 0.013443322030021609, ""num_leaves"": 42, ""min_child_samples"": 6, ""subsample"": 0.5956157677618832, ""colsample_bytree"": 0.6440657035381997}]",0.8680044854684473,0.04043574501080175,874.3527516189648,309.07044542090466,7.265349146168854,1.3797800178652837,0.5546802097867867,,2929.8559917190446,,14.161677478088222,,"[0.44655089925933056, 0.48609070579677194, 0.6700961402595069, 0.3406830162004534, 0.5212092207478425, 0.22460905362061578]","[1982.1279715292496, 2466.725917977921, 2588.1818907572588, 2300.699576697928, 2837.8801949473122, 4780.483339892978]","[13.664090163079374, 13.16350126923539, 15.494376611949754, 9.57564510231966, 14.413232272831447, 19.32769652025308]","[0.859976190315733, 0.8082495488628936, 0.8713410642004759, 0.853772771398444, 0.8825311295090024, 0.9321562085241354]","[1004.0687661767967, 1265.9966941968237, 791.9551758127396, 1068.0821720416002, 735.4069242131544, 380.606777272675]","[8.134318902545223, 9.031039869383067, 6.808373934090141, 7.599718580548087, 7.05104000213245, 4.967603588314158]",,
CatBoost,372.992,62.165,0.386,"[{""iterations"": 253, ""depth"": 8, ""learning_rate"": 0.03247848863571751, ""l2_leaf_reg"": 6.023025918806271}, {""iterations"": 423, ""depth"": 7, ""learning_rate"": 0.012374531249768042, ""l2_leaf_reg"": 1.255130500357991}, {""iterations"": 191, ""depth"": 4, ""learning_rate"": 0.09825887912124769, ""l2_leaf_reg"": 1.0025466161245877}, {""iterations"": 490, ""depth"": 6, ""learning_rate"": 0.015011700638894059, ""l2_leaf_reg"": 2.858797341375192}, {""iterations"": 253, ""depth"": 6, ""learning_rate"": 0.2982514380819803, ""l2_leaf_reg"": 1.2999347034461013}, {""iterations"": 434, ""depth"": 8, ""learning_rate"": 0.06928195420049352, ""l2_leaf_reg"": 4.082904311582652}]",0.9829856720047928,0.018686401178715582,119.49463828778043,133.69242615827568,2.385710437567258,2.030304978621951,0.5022038509437687,,3275.1093978301956,,14.670809133815677,,"[0.3504075101685593, 0.6124207090341508, 0.6092795312973821, 0.41025496712325493, 0.12074258700756813, 0.24102547101785754]","[2326.456836711981, 1860.3514143079312, 3065.304062340378, 2057.926886214949, 5211.518907045845, 4679.271931332313]","[13.570081997557693, 11.594614799894215, 17.718378398012646, 10.220381776271632, 18.312976121943265, 17.99199392475388]","[0.9544285761558108, 0.9740599079314674, 0.9964926287667298, 0.9731515439848727, 0.9999999998809763, 0.9997813753089004]","[326.77902004901745, 171.26463385706512, 21.58948995204821, 196.10819059382354, 7.451404026638646e-07, 1.2264945295878238]","[4.712974681890842, 3.84991950755658, 1.523415931389242, 3.9123023721097785, 0.00027624539144497235, 0.3153738870656607]",,
MLP,0.0,0.0,0.201,"[{}, {}, {}, {}, {}, {}]",0.8077523407073363,0.13897298385127385,1263.4500493217586,944.8637299608242,7.457390376289635,4.032017741258981,0.45476290568970357,,3587.2337200816023,,16.1782677575463,,"[0.5056998723524027, 0.5126881542784801, 0.6932743447016809, 0.3485496647545604, 0.39396045045736305, -0.21301252482871047]","[1770.291266224086, 2339.060167889411, 2406.342826962453, 2273.248751915341, 3592.106844012682, 7478.532207658676]","[10.933939739686275, 12.866688587454039, 14.468786232599234, 11.964361518382068, 17.22824138943679, 26.359404903091416]","[0.6536230390742422, 0.7745833735800308, 0.693569816714455, 0.9827737467427734, 0.770868849120663, 0.9710952190118528]","[2483.7653579987627, 1488.2713556727426, 1886.219314423487, 125.82508860406226, 1434.4620341140248, 162.15714511747078]","[11.558544340701191, 9.245719254638162, 9.959898399799131, 2.5266933163482235, 9.241260082894586, 2.2122268633565225]",,
PCA_OLS,0.0,0.0,0.008,"[{}, {}, {}, {}, {}, {}]",0.7135710930393547,0.028066663749688307,1870.9624032292393,277.35001800930115,11.056962920658622,0.5145706779530947,0.560997791261386,,2888.29124579193,,15.133463359131936,,"[0.6599975062556427, 0.5096716387571356, 0.38877606908599593, 0.34055486185845363, 0.5611512738315872, 0.2552471733402122]","[1217.6882252378493, 2353.5392152668664, 4795.21127892678, 2301.1467737937646, 2601.1363679902843, 4591.59150207996]","[10.458981947669407, 11.705583145619793, 21.507115322145523, 8.80913738603236, 12.834510530634901, 26.52735288394666]","[0.7236175563580127, 0.6901288540743733, 0.715340992081712, 0.7161448726638013, 0.6778635053322255, 0.7583307777260035]","[1981.8556558793498, 2045.8666148760385, 1752.2076742021493, 2073.3525749606238, 2016.7164945932677, 1355.7754048640065]","[11.422613674070284, 11.073432632178426, 11.002505166069017, 11.186046795730755, 11.558660231624728, 10.098519024278518]",,
Dummy,0.0,0.0,0.001,"[{}, {}, {}, {}, {}, {}]",1.850371707708594e-17,4.5324665183683945e-17,6517.204355947802,643.9695578826173,24.471360244529038,1.4030670367003142,-0.12180969306774636,,7380.630555918906,,26.996123921501443,,"[-0.12079463561680415, -0.3606875695440013, -0.4513508394048633, -0.33620110872393294, -0.46461290353784723, -0.78289536063858]","[4014.024766907987, 6531.197882436526, 11386.226164913067, 4662.700037709189, 8681.0275642868, 10992.005527151228]","[18.00249031340848, 15.563875520880966, 19.5217732110096, 26.111858246955936, 22.680336125985928, 46.074778210757536]","[0.0, 0.0, 1.1102230246251565e-16, 0.0, 0.0, 0.0]","[7170.700243343066, 6602.314032062456, 6155.461887596839, 7304.263250122449, 6260.440924810912, 5610.045797751083]","[25.453141869278824, 24.97109611542704, 24.325773959635942, 26.174680453153655, 23.68941154866688, 22.21405752101188]",,
Stacking,0.0,0.0,1.224,"[{}, {}, {}, {}, {}, {}]",0.9044481139841253,0.04497644451547654,638.8616196775902,349.52082446570216,6.342515385686384,1.4368573605780208,0.5775090412111016,,2779.6601324682147,,13.68535356928859,,"[0.47638526809736736, 0.675811376610225, 0.7677216131910631, 0.35533230570951335, 0.3633935123410982, 0.30713062102734234]","[1875.2788739199964, 1556.0809828687434, 1822.2845735302867, 2249.580592960863, 3773.2826562031737, 4271.716787985504]","[12.686864823431884, 10.94162958935197, 13.53847648022119, 9.966644236377835, 15.23587242804754, 18.690847521055083]","[0.8220351503222533, 0.8879043670445395, 0.9450247809455403, 0.9109721276179863, 0.9276140569080369, 0.9331382010663961]","[1276.1325908907309, 740.0905703947598, 338.3978656520142, 650.2830164765342, 453.1679205139596, 375.0977541375421]","[8.828266725861928, 6.791597537982466, 4.672239575166056, 6.488407303794452, 5.8984142119416365, 5.376166959371766]",,
