Model,Total Optimization Time (s),Avg Optimization Time per Fold (s),Avg Retraining Time (s),Best Params Per Fold,Avg Train R2,Std Train R2,Avg Train MSE (original units),Std Train MSE (original units),Avg Train MAPE (%),Std Train MAPE (%),Avg Test R2,Std Test R2,Avg Test MSE (original units),Std Test MSE (original units),Avg Test MAPE (%),Std Test MAPE (%),All Fold Test R2,All Fold Test MSE (original units),All Fold Test MAPE (%),All Fold Train R2,All Fold Train MSE (original units),All Fold Train MAPE (%),NNR_Epochs,NNR_Batch_Size
LinearRegression,0.0,0.0,0.002,"[{}, {}, {}, {}, {}, {}]",0.359729193552238,0.0504800711184893,709.4702817664444,163.83959948334422,17.40431047822598,3.8666225139419774,-0.1760114696829262,,1311.370524886216,,22.662293689217503,,"[0.15646874349282458, -0.8073876843218415, 0.47142745110454953, -2.1375688795023318, -18.29681289352196, 0.04450791856603131]","[459.11615089511247, 1393.9537761588347, 551.0643019244811, 1706.9251911607507, 3222.9568154149315, 497.4765997355063]","[9.362756769618114, 18.27717019108802, 14.295996135520836, 17.81327476121119, 70.89386968304973, 9.988100922655141]","[0.32853550696432454, 0.37299500271007724, 0.2827927820912326, 0.3919115096398177, 0.42762652270428336, 0.35451383720369267]","[811.1934782128238, 681.4095437541771, 757.2229571598908, 788.0426874937618, 391.95569787730483, 826.9973261007078]","[19.504323557158248, 17.563319641203726, 17.913089885489512, 19.535145764769737, 9.781943003089555, 20.128041017645103]",,
BayesianRidge,12.342,2.057,0.002,"[{""max_iter"": 158, ""alpha_1"": 1.7691973954010567e-06, ""alpha_2"": 5.139593385931665e-07, ""lambda_1"": 9.966891293143065e-06, ""lambda_2"": 1.1354047026155301e-07}, {""max_iter"": 428, ""alpha_1"": 8.051988123212405e-07, ""alpha_2"": 2.3534700438114848e-07, ""lambda_1"": 9.804419893747688e-06, ""lambda_2"": 4.300789311587772e-06}, {""max_iter"": 371, ""alpha_1"": 6.684997746710208e-07, ""alpha_2"": 1.0120663838782209e-07, ""lambda_1"": 9.963631229817923e-06, ""lambda_2"": 2.832887235111691e-07}, {""max_iter"": 499, ""alpha_1"": 6.566105866308129e-07, ""alpha_2"": 1.1060216312095626e-07, ""lambda_1"": 9.897023931488198e-06, ""lambda_2"": 1.39420522226693e-06}, {""max_iter"": 103, ""alpha_1"": 2.149088729093376e-06, ""alpha_2"": 1.0109650197401097e-07, ""lambda_1"": 9.97344417513285e-06, ""lambda_2"": 1.2655425169539716e-07}, {""max_iter"": 499, ""alpha_1"": 5.036121882320268e-06, ""alpha_2"": 2.7128587163547074e-07, ""lambda_1"": 9.914630972060418e-06, ""lambda_2"": 1.4683495665827117e-06}]",0.3587681517340084,0.050642980822925,710.5550075827772,164.19422839684577,17.387528054218,3.872125926798162,-0.1275382607013642,,1257.31804398464,,22.43202666580898,,"[0.15151790745469484, -0.7959247957339359, 0.4611618861601402, -1.6833397979041358, -18.53795082442229, 0.049630244076049546]","[461.8107858218025, 1385.1129851257838, 561.7666859052093, 1459.8118713534884, 3263.23171169644, 494.809662848245]","[9.333958945692892, 18.048486599760725, 14.171612098565234, 16.901865480789652, 71.44343215945955, 9.733122901292772]","[0.3274161448950137, 0.37230463768358624, 0.2816351700301173, 0.3909161742749033, 0.42692727083201754, 0.35340951268841203]","[812.5457749013333, 682.1598110084387, 758.4451568342299, 789.3325766601562, 392.43453864554044, 828.4121874469652]","[19.47555143932287, 17.552003734715584, 17.876790119510417, 19.536751294893328, 9.757419195503854, 20.126652541361917]",,
SVR,5.624,0.937,0.009,"[{""C"": 5466.496160324948, ""gamma"": 0.02940229739641124, ""epsilon"": 0.0033035412945068552}, {""C"": 750.5862947495477, ""gamma"": 0.12890853751456025, ""epsilon"": 0.04563790536294275}, {""C"": 564.5003202543303, ""gamma"": 0.11421818875479081, ""epsilon"": 0.0023203296783000033}, {""C"": 2338.258366609421, ""gamma"": 0.046798409511456626, ""epsilon"": 0.003854411453048099}, {""C"": 903.5345845654459, ""gamma"": 0.18024305604154137, ""epsilon"": 0.04539222067344039}, {""C"": 1065.4134417629984, ""gamma"": 0.5869831314196448, ""epsilon"": 0.09628625681912972}]",0.6273573782915305,0.0885992940221621,404.0761217724207,105.91768936168488,11.87092081099833,2.5277215096983965,-8.892633704138172,,11031.276979467277,,32.157630675127336,,"[-0.3619105206480566, -0.7807718115735407, 0.48919148185397976, -2.3048133587880257, -17.749223229111898, -83.02065277251953]","[741.2589768073112, 1373.4261955821319, 532.5443783591049, 1797.9108637432103, 3131.4983009597468, 43745.321872370965]","[14.465739365744923, 20.825968642451983, 11.95770878627329, 17.945563761883488, 70.9696121117244, 47.71649707652955]","[0.5742632106198913, 0.6317379525372703, 0.5022187612964659, 0.6809262176588566, 0.6145344979522807, 0.7604636296844179]","[514.3308552609674, 400.2157476067549, 525.5543616653218, 413.4986353646972, 263.9629644905459, 306.89416624623664]","[13.410722161996844, 12.502926078033749, 14.863973266938114, 12.321671441117072, 7.6058263539054485, 10.52040556399876]",,
DecisionTree,6.098,1.016,0.001,"[{""max_depth"": 32, ""min_samples_split"": 16, ""min_samples_leaf"": 8}, {""max_depth"": 12, ""min_samples_split"": 7, ""min_samples_leaf"": 1}, {""max_depth"": 49, ""min_samples_split"": 3, ""min_samples_leaf"": 1}, {""max_depth"": 5, ""min_samples_split"": 16, ""min_samples_leaf"": 12}, {""max_depth"": 48, ""min_samples_split"": 16, ""min_samples_leaf"": 16}, {""max_depth"": 50, ""min_samples_split"": 14, ""min_samples_leaf"": 4}]",0.5899639562434014,0.2636388908336601,445.3986080959648,294.34120059508126,11.687582064664763,6.211259928951456,-0.2666826532909021,,1412.4779721393486,,25.620931292916936,,"[-0.449550037620718, -0.024955995017449162, 0.00030895959428012265, -0.1536131269838492, -24.492412271812086, -1.269908320502021]","[788.9593049082567, 790.5007276771911, 1042.2297685956842, 627.5977940011929, 4257.746827217558, 1181.8269297428153]","[16.417369773221804, 12.60075652134835, 18.529365943181986, 12.743522906057244, 81.63624229687585, 15.884213718388315]","[0.46157227212133467, 0.8170921535896438, 0.9748063191116738, 0.3552847206954036, 0.3150113489013805, 0.6160169230409718]","[650.4723121985193, 198.77856270722742, 26.599332895207603, 835.5085968993592, 469.0734554086968, 491.95938846677825]","[15.651393116098248, 8.171631475634529, 2.0192382805999975, 19.64958557407465, 10.424365128564, 14.209278813017171]",,
RandomForest,29.995,4.999,0.103,"[{""n_estimators"": 103, ""max_depth"": 12, ""min_samples_split"": 13, ""min_samples_leaf"": 1}, {""n_estimators"": 62, ""max_depth"": 5, ""min_samples_split"": 3, ""min_samples_leaf"": 1}, {""n_estimators"": 183, ""max_depth"": 50, ""min_samples_split"": 4, ""min_samples_leaf"": 2}, {""n_estimators"": 58, ""max_depth"": 16, ""min_samples_split"": 3, ""min_samples_leaf"": 1}, {""n_estimators"": 149, ""max_depth"": 37, ""min_samples_split"": 3, ""min_samples_leaf"": 1}, {""n_estimators"": 144, ""max_depth"": 41, ""min_samples_split"": 2, ""min_samples_leaf"": 1}]",0.8074201038981718,0.1069832319535183,214.2338768136179,134.0180264353731,8.999730401153661,3.1425626326509475,0.006175054952298,,1108.2143103447836,,22.63695476377431,,"[-0.3762026806865082, 0.10743036070613932, 0.010995078619912446, 0.13299000409278894, -17.501317120152525, -0.7418892998922557]","[749.0378960283975, 688.397309537521, 1031.088935169038, 471.6776777939412, 3090.092982482422, 906.9140214386441]","[14.51592628783341, 12.952020229108886, 17.128796029281332, 11.670766239077729, 69.92248316639483, 14.08207872965918]","[0.6246803431734403, 0.7853900113391009, 0.7630534825693649, 0.8843651902414339, 0.875710827229161, 0.9113207688365286]","[453.42212584665185, 233.23146560328493, 250.16667169178788, 149.85510775906178, 85.11199659731626, 113.61589338360474]","[13.69401360017396, 10.690461938357771, 9.68787235385368, 7.982208836274218, 4.448859367101166, 7.494966311161175]",,
XGBoost,12.344,2.057,0.032,"[{""n_estimators"": 95, ""learning_rate"": 0.010137480105750005, ""max_depth"": 3, ""subsample"": 0.8728849586926055, ""colsample_bytree"": 0.9826422334779694}, {""n_estimators"": 63, ""learning_rate"": 0.014678951958641419, ""max_depth"": 3, ""subsample"": 0.6020713020480091, ""colsample_bytree"": 0.8757069677978021}, {""n_estimators"": 68, ""learning_rate"": 0.010553983251226586, ""max_depth"": 6, ""subsample"": 0.9975005956374261, ""colsample_bytree"": 0.9012924840344747}, {""n_estimators"": 199, ""learning_rate"": 0.010585821463985097, ""max_depth"": 3, ""subsample"": 0.861134182343325, ""colsample_bytree"": 0.6792428465278997}, {""n_estimators"": 90, ""learning_rate"": 0.013076572101061761, ""max_depth"": 3, ""subsample"": 0.6221048863774039, ""colsample_bytree"": 0.9623353899978777}, {""n_estimators"": 75, ""learning_rate"": 0.014145039235241068, ""max_depth"": 3, ""subsample"": 0.615136839944316, ""colsample_bytree"": 0.613452222048182}]",0.3712425129244803,0.0951139056452463,692.2584783543292,174.06541538644962,16.57870507293212,3.588293288490284,-0.2016376781038407,,1339.9463128390653,,23.27405422835412,,"[-0.46546713002317963, -0.8810106088066729, -0.4469286755532962, -0.27192076964144407, -21.74942143123459, -0.2405625925112862]","[797.6226403103373, 1450.7357020775091, 1508.4982036893557, 691.9604592731421, 3799.6120526803716, 645.8984561707523]","[14.299094274342336, 15.463442185382636, 16.8378696137762, 13.56483792212962, 78.18920593565066, 8.17495727165381]","[0.3099540014352319, 0.24816127909792085, 0.4263363994698165, 0.5167440264243197, 0.3946760068470361, 0.3315833642725565]","[833.6417182268713, 817.0749547466863, 605.6704912633949, 626.267956393029, 414.51988533627747, 856.3758641597155]","[18.4899832506553, 18.42307416354063, 15.691091721042627, 16.899003019093843, 9.917420446736896, 20.051657836523415]",,
GPR,34.388,5.731,0.304,"[{""kernel"": ""RationalQuadratic"", ""alpha"": 2.0057322817130547e-10}, {""kernel"": ""RationalQuadratic"", ""alpha"": 0.09768065564084266}, {""kernel"": ""RationalQuadratic"", ""alpha"": 3.7151155473842754e-10}, {""kernel"": ""RationalQuadratic"", ""alpha"": 8.700725235638722e-10}, {""kernel"": ""RationalQuadratic"", ""alpha"": 0.09768065564084266}, {""kernel"": ""RationalQuadratic"", ""alpha"": 2.666700225535936e-10}]",0.9947570662744102,0.0081286710297966,4.678120371230423,7.598700174372916,0.7404665148676441,1.1964098050345375,-0.145566708312641,,1277.421567986203,,23.946703172969663,,"[-0.49134632086463803, -0.4504964483155516, -0.5321968959387213, 0.050854654589836845, -21.607283420870168, -0.2900570275559009]","[811.708134351908, 1118.7002207515302, 1597.394746730094, 516.3616042783278, 3775.8721391640147, 671.667715519163]","[15.541005730054044, 15.606869071408264, 21.87184326948021, 12.6347818120194, 77.80498626127661, 9.435269129717343]","[1.0, 0.98376315603854, 1.0, 1.0, 0.9847792416079212, 1.0]","[1.0451725563474284e-16, 17.645697376587744, 2.8703472464303905e-16, 1.9181237444129362e-15, 10.423024850794793, 1.8518414938847071e-16]","[6.399641877639242e-09, 2.758751562102241, 1.1038433824494817e-08, 2.916737641230404e-08, 1.684047470932383, 9.56578929612049e-09]",,
NNR,4087.649,681.275,3.287,"[{""hidden_layers"": 2, ""units"": 112, ""activation"": ""relu"", ""learning_rate"": 0.0019533692262163026}, {""hidden_layers"": 4, ""units"": 87, ""activation"": ""selu"", ""learning_rate"": 0.0012344334884639753}, {""hidden_layers"": 3, ""units"": 66, ""activation"": ""selu"", ""learning_rate"": 0.009755097512199471}, {""hidden_layers"": 1, ""units"": 37, ""activation"": ""relu"", ""learning_rate"": 0.0070018701803474725}, {""hidden_layers"": 4, ""units"": 95, ""activation"": ""tanh"", ""learning_rate"": 0.0008963952109981303}, {""hidden_layers"": 3, ""units"": 62, ""activation"": ""relu"", ""learning_rate"": 0.0011743110970687304}]",0.6910635039928348,0.091538269189855,326.740727522707,69.2225565577494,11.439179904141126,2.052711701462309,-0.1699097441494468,,1304.5664900431643,,23.283210678225743,,"[-0.21522669592898525, -0.7612755860753082, 0.35501446512130563, -2.080510865101115, -17.121046582612077, 0.16087764609934252]","[661.4220857803566, 1358.3896666792016, 672.4308787356608, 1675.8840360883246, 3026.580135701443, 436.8887440218955]","[13.138345675542329, 20.486716058170956, 14.725137190336094, 17.413759814807534, 68.95354049503777, 10.24430744671861]","[0.8151381714733188, 0.6095913433395588, 0.6476277533299932, 0.7431462057471971, 0.5819177841590029, 0.748959765907938]","[223.33081082721333, 424.2839941667368, 372.03244471317976, 332.86562321884463, 286.29856759659873, 321.63292461366876]","[9.326576204963759, 14.009242507479314, 13.034135785058435, 11.41772774983258, 8.781586928278026, 12.065810249234632]",100.0,8.0
Ridge,5.773,0.962,0.002,"[{""alpha"": 2.4339616305802583}, {""alpha"": 8.35504387954412}, {""alpha"": 14.122097143809238}, {""alpha"": 3.9708464582123213}, {""alpha"": 3.7549105126437934}, {""alpha"": 4.524847801912413}]",0.3441382750913378,0.05776172497147993,726.7255419402873,168.05115568872904,17.408770858572264,3.859416216072618,-0.006235843434027943,,1122.0537045605338,,21.748829762033274,,"[0.1475578286245085, -0.7522611156662691, 0.32397905336239974, -0.5020427893095105, -19.034498951878643, 0.05489658023379673]","[463.9661726385101, 1351.4372263279956, 704.7869054563051, 817.1532717651236, 3346.165260381271, 492.0677468703664]","[9.317210870736735, 16.976309760130796, 14.322798983331058, 14.118968264167375, 72.5513223451585, 9.34785319032449]","[0.3256507655035329, 0.3502309553615178, 0.24674089516775555, 0.37356294074605123, 0.4212113678246402, 0.34743272594452945]","[814.6785224461307, 706.1488029065373, 795.2863170170164, 811.8212259333621, 396.3487325086815, 836.0696508299949]","[19.464773599797223, 17.575332100451075, 17.909493882962895, 19.57622606089835, 9.800439728516782, 20.126359778807263]",,
Lasso,6.35,1.058,0.002,"[{""alpha"": 0.7818237028645122}, {""alpha"": 2.076336467434503}, {""alpha"": 2.544890022206944}, {""alpha"": 1.5852187292765862}, {""alpha"": 0.7741371818294585}, {""alpha"": 1.3805976868755274}]",1.850371707708594e-17,4.5324665183683945e-17,1102.097276884364,226.89677765115172,20.87195065864619,3.916931947532613,-0.1974348734666409,,1335.2597649055108,,23.051048403505053,,"[-0.40488700847288217, -0.8766998452559418, -0.7444672552804461, -0.03125980824098806, -22.899657361260125, -0.04217598798407862]","[764.6501665432148, 1447.4110113197958, 1818.697607868733, 561.0341678291239, 3991.724644042826, 542.6085437047554]","[12.9758955375911, 15.308830316662528, 16.58616501872551, 12.672102338565146, 80.29990847835225, 7.943174109085023]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.1102230246251565e-16]","[1208.0958660158437, 1086.768920023612, 1055.7938323150195, 1295.934226656698, 684.7901124440136, 1281.2007038509962]","[22.257192349168466, 21.06398659421171, 20.892189274076078, 23.30493447184759, 13.346994564539582, 24.366406698033703]",,
