Model,Total Optimization Time (s),Avg Optimization Time per Fold (s),Avg Retraining Time (s),Best Params Per Fold,Avg Train R2,Std Train R2,Avg Train MSE (original units),Std Train MSE (original units),Avg Train MAPE (%),Std Train MAPE (%),Avg Test R2,Std Test R2,Avg Test MSE (original units),Std Test MSE (original units),Avg Test MAPE (%),Std Test MAPE (%),All Fold Test R2,All Fold Test MSE (original units),All Fold Test MAPE (%),All Fold Train R2,All Fold Train MSE (original units),All Fold Train MAPE (%),NNR_Epochs,NNR_Batch_Size
ElasticNet,6.927,1.154,0.002,"[{""alpha"": 0.7313177370580003, ""l1_ratio"": 0.8955311434800084}, {""alpha"": 0.48225436171019903, ""l1_ratio"": 0.713782074391587}, {""alpha"": 0.5871331499092189, ""l1_ratio"": 0.5219135527561386}, {""alpha"": 0.7225264448138679, ""l1_ratio"": 0.9473752358696945}, {""alpha"": 0.107968463518761, ""l1_ratio"": 0.5662399667042958}, {""alpha"": 0.22181792801930947, ""l1_ratio"": 0.5566983161420298}]",0.16450670578243673,0.2626647724307379,958.0352470599406,377.237746137141,19.054537074220192,5.92948671141047,-0.46935886597931065,,1638.4822401817416,,25.965485546196348,,"[-0.40488700847288217, -0.8242169169531823, -0.6660156698286084, -0.03125980824098806, -33.34043222816794, -0.3498713958491251]","[764.6501665432148, 1406.9333779231983, 1736.9077603591968, 561.0341678291239, 5735.544553640955, 702.8100443066328]","[12.9758955375911, 15.156983377533464, 16.016215179092608, 12.672102338565146, 93.59058590231925, 11.777609881594687]","[0.0, 0.04063388482222785, 0.012315224715889195, 0.0, 0.6531540772426427, 0.28093704791386054]","[1208.0958660158437, 1042.6092768989956, 1042.7914940164103, 1295.934226656698, 237.5166584457583, 921.2639603259372]","[22.257192349168466, 20.43170545339212, 20.686003311077524, 23.30493447184759, 7.183307177327462, 20.46407968250799]",,
KernelRidge,6.905,1.151,0.002,"[{""alpha"": 0.0026764142820334806, ""gamma"": 0.001727706245744993}, {""alpha"": 0.0031755385200590144, ""gamma"": 0.0044100537796622945}, {""alpha"": 0.004067804254635783, ""gamma"": 0.007855415347646461}, {""alpha"": 0.0010209194161461617, ""gamma"": 0.003723913840254506}, {""alpha"": 0.004284530379714371, ""gamma"": 0.0019621002642325287}, {""alpha"": 0.001422499288585742, ""gamma"": 0.002013675990936989}]",0.6861808156903965,0.11389407480823362,353.13774416706656,166.31095018630228,11.470343295742458,3.4691431371288575,-0.559333405470867,,1738.8128595006588,,27.325136305735754,,"[0.25957081777525426, -0.479538929587487, -0.42029287460664544, -0.2735081781574231, -38.05681006979212, -0.8561619333488113]","[402.99988119118314, 1141.0993312407813, 1480.7289994702983, 692.8240538868856, 6523.274744766846, 966.4100258947708]","[8.607744675317194, 16.848183299890497, 16.21542562140971, 14.224925339470657, 96.72718416657005, 16.865967076513478]","[0.4906082224605589, 0.6883947137183887, 0.7549718435069589, 0.7989838935000373, 0.7594419578995972, 0.6246842630568379]","[615.3941006278611, 338.6429404459152, 258.69921636887216, 260.50365252256967, 164.73176869924652, 480.85478633793474]","[16.52317312871809, 12.178446733275509, 10.287957912525968, 9.842810065533664, 6.407279182483043, 13.582392751918462]",,
ExtraTrees,69.133,11.522,0.19,"[{""n_estimators"": 126, ""max_depth"": 48, ""min_samples_split"": 2, ""min_samples_leaf"": 1}, {""n_estimators"": 259, ""max_depth"": 50, ""min_samples_split"": 5, ""min_samples_leaf"": 1}, {""n_estimators"": 150, ""max_depth"": 32, ""min_samples_split"": 2, ""min_samples_leaf"": 1}, {""n_estimators"": 72, ""max_depth"": 26, ""min_samples_split"": 5, ""min_samples_leaf"": 1}, {""n_estimators"": 141, ""max_depth"": 20, ""min_samples_split"": 16, ""min_samples_leaf"": 1}, {""n_estimators"": 291, ""max_depth"": 17, ""min_samples_split"": 2, ""min_samples_leaf"": 1}]",0.9607235514628522,0.06833100782236079,32.22580842488323,47.09154533444913,2.1933584481144623,2.5552289762776943,-0.7913816290356426,,1997.5698602441114,,28.440519824287392,,"[0.05504542874776108, -0.7636157784699065, -0.2973908735835942, -0.04146942618323668, -43.712032133430306, -1.7806473155619362]","[514.3187074305869, 1360.194547864177, 1352.5972878624643, 566.5884854320303, 7467.810849939236, 1447.742999118734]","[10.282405394891638, 14.982694264857937, 15.884683609599668, 12.861449720477594, 104.05604887139717, 17.60713202250023]","[1.0, 0.9761955907658674, 1.0, 0.9633328346125816, 0.8248134174903073, 0.9999994659083571]","[3.5181535613056664e-27, 25.869892115178406, 5.5958490407938115e-27, 47.51823462003729, 119.96603953549489, 0.0006842785888247419]","[3.204673934624361e-14, 3.199980071477067, 4.282399614480897e-14, 4.038402852644181, 5.912888837454548, 0.008878927110904192]",,
GradientBoosting,45.647,7.608,0.172,"[{""n_estimators"": 223, ""learning_rate"": 0.052562686405170006, ""max_depth"": 4, ""subsample"": 0.774951758139901}, {""n_estimators"": 56, ""learning_rate"": 0.1381982485786918, ""max_depth"": 3, ""subsample"": 0.7257038774252063}, {""n_estimators"": 339, ""learning_rate"": 0.04092198351989721, ""max_depth"": 3, ""subsample"": 0.9832363736667848}, {""n_estimators"": 362, ""learning_rate"": 0.1549380329232707, ""max_depth"": 2, ""subsample"": 0.8444669858534977}, {""n_estimators"": 276, ""learning_rate"": 0.1007917388752526, ""max_depth"": 2, ""subsample"": 0.9875743782345928}, {""n_estimators"": 209, ""learning_rate"": 0.03733557692469498, ""max_depth"": 5, ""subsample"": 0.7135087079812291}]",0.995725385268508,0.0078118819523547815,4.4984335761331415,8.53502297183789,1.03610027149559,1.1473569196763675,-0.9360346879484771,,2158.8725028484946,,30.198953849337084,,"[0.1852943098910057, -0.2541820855288679, -0.584610863013213, -1.0705197636773418, -43.07659652477413, -2.3563846309096834]","[443.4270072030295, 967.292114071091, 1652.0390263797935, 1126.4206394020719, 7361.680291645681, 1747.5004199758523]","[9.769719201163882, 14.643917254576088, 19.474209795180546, 17.728228406402373, 102.14008351303214, 20.733679834350973]","[0.9995985931958655, 0.9799156504752474, 0.9976580481153491, 0.999938710758194, 0.9976394362307351, 0.9996018728356559]","[0.48493790066554854, 21.827046842392082, 2.472618355392963, 0.07942682618235192, 1.6164907289861536, 0.5100808031797467]","[0.48570390593393464, 3.303364461171681, 1.0532344608854047, 0.16852865290995153, 0.674966736733506, 0.5308034113390637]",,
LightGBM,94.684,15.781,0.071,"[{""n_estimators"": 368, ""max_depth"": 5, ""learning_rate"": 0.10512161536224869, ""num_leaves"": 13, ""min_child_samples"": 5, ""subsample"": 0.6718936290972216, ""colsample_bytree"": 0.8673728344817105}, {""n_estimators"": 365, ""max_depth"": 3, ""learning_rate"": 0.03382296117743545, ""num_leaves"": 47, ""min_child_samples"": 12, ""subsample"": 0.9989180236500715, ""colsample_bytree"": 0.5780510683172129}, {""n_estimators"": 440, ""max_depth"": 2, ""learning_rate"": 0.05625919539902348, ""num_leaves"": 50, ""min_child_samples"": 10, ""subsample"": 0.5766274091421191, ""colsample_bytree"": 0.8448563719060842}, {""n_estimators"": 394, ""max_depth"": 2, ""learning_rate"": 0.14425339750763447, ""num_leaves"": 46, ""min_child_samples"": 7, ""subsample"": 0.7483487889386325, ""colsample_bytree"": 0.9004944907775505}, {""n_estimators"": 408, ""max_depth"": 5, ""learning_rate"": 0.04611703234905369, ""num_leaves"": 27, ""min_child_samples"": 12, ""subsample"": 0.9953164806533717, ""colsample_bytree"": 0.8424055925242223}, {""n_estimators"": 616, ""max_depth"": 4, ""learning_rate"": 0.060241757350552705, ""num_leaves"": 9, ""min_child_samples"": 10, ""subsample"": 0.7817160551666156, ""colsample_bytree"": 0.5318602874788232}]",0.9687230771039795,0.03945086070983276,32.7705710808116,43.00167523120279,2.898092501859819,2.393079029765277,-0.9107109957898814,,2130.634050814495,,31.104567810730206,,"[0.25401728628913356, 0.4500778416247222, -0.5753328141420222, -1.9568331270287973, -39.1227004164177, -2.521041257308409]","[406.0225504522372, 424.1292977207942, 1642.366179132792, 1608.599888772679, 6701.2999231264885, 1833.2288317716109]","[11.01685960809992, 10.699710729264813, 19.42177019817285, 22.611231618663417, 97.01482700030795, 23.741600518104608]","[0.9999842948914792, 0.8954005768594069, 0.9542593553912049, 0.9904731923109047, 0.977699633832968, 0.9945214093379134]","[0.01897327667922305, 113.67540212159513, 48.292690464079115, 12.346116155074819, 15.2710702550645, 7.019174212376825]","[0.08254385053635174, 6.769012795761026, 4.622062290531055, 2.1269582554549986, 2.1582143595240955, 1.629763459351386]",,
CatBoost,333.474,55.579,0.302,"[{""iterations"": 188, ""depth"": 7, ""learning_rate"": 0.18084419677838054, ""l2_leaf_reg"": 7.298250951698424}, {""iterations"": 125, ""depth"": 9, ""learning_rate"": 0.13339271572988176, ""l2_leaf_reg"": 1.88461505744186}, {""iterations"": 383, ""depth"": 8, ""learning_rate"": 0.268812068591488, ""l2_leaf_reg"": 1.1088749521363452}, {""iterations"": 239, ""depth"": 5, ""learning_rate"": 0.18263836661007327, ""l2_leaf_reg"": 3.00970248628409}, {""iterations"": 310, ""depth"": 4, ""learning_rate"": 0.08020745981146643, ""l2_leaf_reg"": 4.9188858236453195}, {""iterations"": 158, ""depth"": 7, ""learning_rate"": 0.25258931720825706, ""l2_leaf_reg"": 2.487769455623842}]",0.9972070289394298,0.005605264652779685,2.131993335755097,3.8115159958349816,0.6039260353713373,0.704963620777723,-0.9456168887145422,,2169.557616023069,,30.35320422860411,,"[0.21499344767483486, -0.7445761665194992, -0.13033834701845093, -0.3941067363988333, -46.49526288138659, -2.5008144457061263]","[427.2623971556492, 1345.510183682052, 1178.4363630684868, 758.4330412862575, 7932.666500325391, 1822.6977497721732]","[10.14441586368105, 14.846199217978171, 14.978135045460245, 15.579470729910524, 105.47871973406664, 22.697724562766666]","[0.9979715534811068, 0.9994492139333206, 0.999999999999999, 0.999951093997505, 0.9858763073206724, 0.9999940049039744]","[2.4505578539091903, 0.5985771788491161, 1.0233850224080523e-12, 0.06337896252213712, 9.671765098001396, 0.007680921247720362]","[1.0789047047501155, 0.5299360444736181, 5.338002446521888e-07, 0.16494555722028498, 1.7881142312231486, 0.06165514076061147]",,
MLP,0.0,0.0,0.061,"[{}, {}, {}, {}, {}, {}]",0.5264690512562006,0.35199266405720736,522.7043271621832,427.2410573233869,12.456260789348894,6.221873341573125,-0.7941482035288581,,2000.6548677791848,,28.295689877821722,,"[-0.7325299058097612, -0.45058320067860635, -0.9867993039849698, -1.7601473466200268, -30.167846898083194, -1.910894157726596]","[942.9792382083274, 1118.7671288007107, 2071.3413396182254, 1501.5973252541073, 5205.658837875182, 1515.5559694461494]","[13.042302328081801, 11.933157997712367, 19.718474713982282, 17.89291720086087, 89.59378814701716, 19.259203290163914]","[-0.018972352806276183, 0.24599190363549517, 0.8668305535721119, 0.8662331623333834, 0.5728416793811721, 0.6258893614213168]","[1231.0162870097001, 819.4325645751125, 140.5994801913697, 173.35302332379888, 292.51379440796313, 479.31081346515464]","[21.50384674962755, 17.85003388523718, 6.6274677666417, 7.385574126874261, 7.800204693339359, 13.570437514373305]",,
PCA_OLS,0.0,0.0,0.007,"[{}, {}, {}, {}, {}, {}]",0.33770924922269036,0.16574320811197696,755.0241638130998,268.69515791012856,17.660988912676327,5.348721068170135,-0.4928928883593018,,1664.7250312401095,,27.15807821155094,,"[-0.44488050732936046, -0.19668577501346607, -0.019409799284426654, 0.04185469807081399, -36.29719817083898, -0.8374581213790826]","[786.417778726129, 922.947892931719, 1062.7875976373527, 521.2578322470691, 6229.384080359769, 956.6718930922166]","[13.12882357152251, 11.374093185950967, 21.020131606139973, 11.367947900543312, 96.56531839800003, 16.003336113962273]","[0.31976261303826603, 0.17826709057643308, 0.3119828183372141, 0.2260300726161003, 0.6515166896135294, 0.33869621115459936]","[821.7919750978906, 893.0337865221104, 726.4042969263318, 1003.0141192997947, 238.63792530441327, 847.262879728058]","[19.559281037198932, 19.814829649754408, 17.59683327110097, 21.914462681445926, 7.108131961040042, 19.972394875517658]",,
Dummy,0.0,0.0,0.001,"[{}, {}, {}, {}, {}, {}]",1.850371707708594e-17,4.5324665183683945e-17,1102.097276884364,226.89677765115172,20.87195065864619,3.916931947532613,-0.1974348734666409,,1335.2597649055108,,23.051048403505053,,"[-0.40488700847288217, -0.8766998452559418, -0.7444672552804461, -0.03125980824098806, -22.899657361260125, -0.04217598798407862]","[764.6501665432148, 1447.4110113197958, 1818.697607868733, 561.0341678291239, 3991.724644042826, 542.6085437047554]","[12.9758955375911, 15.308830316662528, 16.58616501872551, 12.672102338565146, 80.29990847835225, 7.943174109085023]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.1102230246251565e-16]","[1208.0958660158437, 1086.768920023612, 1055.7938323150195, 1295.934226656698, 684.7901124440136, 1281.2007038509962]","[22.257192349168466, 21.06398659421171, 20.892189274076078, 23.30493447184759, 13.346994564539582, 24.366406698033703]",,
Stacking,0.0,0.0,1.189,"[{}, {}, {}, {}, {}, {}]",0.09006681740281669,0.573089490223483,1074.1550794286752,705.8543372831019,20.044772467078346,8.821195004233605,-0.6392408232703961,,1827.9176302647768,,28.32260928558733,,"[-0.754755495075585, 0.026882813659868776, -0.554118559834508, -0.02576056208454558, -41.82539074206702, -0.3527681139298975]","[955.0761544949307, 750.5198736887806, 1620.249218527766, 558.0424241711124, 7152.703699131991, 704.3182195068421]","[14.82007000455713, 16.043666670164804, 16.76649164156925, 12.665923159857872, 101.76372472181549, 14.250808385484762]","[-0.846921965875018, -0.050976389490022145, 0.20230400352081257, 0.04068084494251356, 0.9247538948046422, 0.27056051651397195]","[2231.2587918274644, 1142.1684757763862, 842.2025131451096, 1243.2145273263807, 51.52778883770317, 934.5583796590064]","[30.415740417593657, 22.604900729959354, 19.482814803193474, 22.826223201802716, 3.7478457780020418, 21.191109871918826]",,
